PREGUNTA	RESPUESTA
¿EN QUÉ RAMA DEL ARTE SE DESTACÓ SANDRO BOTTICELLLI&amp;lt;BOTICHELI&amp;gt;?	PINTURA
SEGÚN EL DICHO POPULAR, ¿QUÉ MATÓ AL GATO?	LA CURIOSIDAD
¿CUÁL ES LA FLOR NACIONAL DE LA ARGENTINA?	CEIBO
SEGÚN LA MITOLOGÍA GRIEGA ¿QUIÉN ES EL DIOS DE LA GUERRA?	ARES
¿EN QUÉ CIUDAD BRASILERA NACEN LOS CARIOCAS?	RIO DE JANEIRO
¿CUÁNTAS PATAS TIENE UNA TARÁNTULA?	OCHO
SEGÚN EL CUENTO, ¿A QUÉ CIUDAD DE EUROPA SE FUE LA TORTUGA MANUELITA?	PARÍS
¿DE QUÉ PRÓCER FUE ESPOSA REMEDIOS DE ESCALADA?	SAN MARTÍN
¿EN QUÉ PAÍS ES IDIOMA OFICIAL EL GUARANÍ?	PARAGUAY
¿CÓMO SE LLAMA EL PLANETARIO DE LA CIUDAD DE BUENOS AIRES?	GALILEO GALILEI
¿DE QUÉ ÓRGANO DE LA VACA SE EXTRAE LA MOLLEJA?	CORAZÓN
¿QUÉ EX PRESIDENTE ARGENTINO DECÍA EN SU CAMPAÑA: DICEN QUE SOY ABURRIDO?	FERNANDO DE LA RUA
¿EN QUÉ EQUIPO SE RETIRÓ DEL FÚTBOL PROFESIONAL DIEGO MARADONA?	BOCA JUNIORS
¿A QUÉ POLÍTICO ARGENTINO SE LO APODABA EL PELUDO?	HIPÓLITO YRIGOYEN
¿DE QUÉ ES LA HARINA QUE SE USA PARA HACER CHIPÁ?	DE MANDIOCA
¿EN QUÉ FECHA SE CONMEMORA EN ARGENTINA EL DÍA DEL RESPETO A LA DIVERSIDAD CULTURAL?	12 DE OCTUBRE
¿CÓMO SE LE LLAMA A LA PARTE IZQUIERDA DE UNA EMBARCACIÓN?	BABOR
¿QUÉ INSECTOS PRODUCEN UN ENJAMBRE?	ABEJAS
¿EN QUÉ PROVINCIA SE HACE EL GRITO CARACTERÍSTICO CONOCIDO COMO SAPUCAI?	CORRIENTES
EN LA CONOCIDA SERIE, ¿CÓMO SE LLAMA EL PERRO DE HIJITUS?	PICHICHUS
EN EL TRUCO ¿CUÁL ES LA CARTA DE MAYOR VALOR?	ANCHO DE ESPADA
¿CON QUÉ ANIMAL SE HACEN LAS RABAS?	CALAMAR
SEGÚN EL DICHO POPULAR, ¿QUÉ ES LO QUE NO ENTRA EN BOCA CERRADA?	MOSCAS
¿CUÁL ES EL COLOR CARACTERÍSTICO DE LA PIEDRA ESMERALDA?	VERDE
¿CUÁL ES EL NOMBRE DE PILA DE LA GOBERNADORA DE LA PROVINCIA DE BUENOS AIRES?	MARÍA EUGENIA
¿CUÁNTOS LADOS TIENE UN DADO?	SEIS
¿CÓMO SE LLAMA AL MACHO ADULTO DE LA OVEJA?	CARNERO
¿CON QUÉ APODO SE CONOCE A LA SELECCIÓN ARGENTINA DE VOLEY FEMENINO?	LAS PANTERAS
¿QUÉ BEBIDA SE LE AGREGA AL HELADO PARA PREPARAR UN DON PEDRO?	WHISKY
EN LA PELÍCULA BUSCANDO A NEMO, ¿QUÉ ANIMAL ES NEMO?	UN PEZ
¿A QUÉ SE DEDICA LA RECONOCIDA MARTA MINUJÍN?	ES ARTISTA PLÁSTICA
¿EN QUÉ AÑO FUERON LAS ÚLTIMAS ELECCIONES PRESIDENCIALES EN NUESTRO PAÍS?	2015
¿QUIÉN LLEVÓ A CABO LA SEGUNDA FUNDACIÓN DE BUENOS AIRES EN 1580?	JUAN DE GARAY
¿CUÁL ES EL PLANETA DE NUESTRO SISTEMA SOLAR QUE SE ENCUENTRA MÁS CERCA DEL SOL?	MERCURIO
¿EN QUÉ PAÍS CIRCULÓ POR PRIMERA VEZ UNA LOCOMOTORA A VAPOR?	INGLATERRA
¿QUE PADECEN LAS PERSONAS QUE NO PUEDEN DISTINGUIR CIERTOS COLORES O LOS CONFUNDEN CON OTROS?	DALTONISMO
¿QUE FRUTA FRESCA ES INGREDIENTE DE LA CONOCIDA ENSALADA WALDORF?	MANZANA
¿QUÉ TIPO DE ANIMAL ES UN CANGREJO?	UN CRUSTÁCEO
¿CÓMO SE DICE EN ITALIANO LA PALABRA CERVEZA?	BIRRA
¿CUÁL ES LA ESPECIALIDAD DEL HOSPITAL GARRAHAN?	PEDIATRÍA
¿CON QUÉ PAÍS VECINO CONECTA EL PASO FRONTERIZO LLAMADO CRISTO REDENTOR?	CHILE
¿EN QUÉ AÑO SE SANCIONÓ LA CONSTITUCIÓN NACIONAL ARGENTINA?	1853
¿CÓMO SE LLAMA A LOS PUEBLOS QUE SE TRASLADAN DE UN LUGAR A OTRO EN VEZ DE ESTABLECERSE EN UN ESPACIO ÚNICO?	NÓMADES
¿DE QUÉ NACIONALIDAD ERA EL ESCRITOR PABLO NERUDA?	CHILENO
¿CUÁNTOS GRAMOS SON UN CUARTO DE KILO?	250 GRAMOS
¿QUIÉN FUE TUTANKAMON?	UN FARAÓN EGIPCIO
¿EN QUÉ PROVINCIA ARGENTINA SE ENCUENTRA LA PENÍNSULA VALDÉS?	CHUBUT
¿QUIÉN FUE EL PRIMER HOMBRE QUE PISÓ LA LUNA?	NEIL AMSTRONG
¿EN QUÉ CIUDAD ESPAÑOLA SE ENCUENTRA EL AEROPUERTO DE BARAJAS?	MADRID
¿CUÁL ES LA IDEOLOGÍA POLÍTICA OPUESTA AL COMUNISMO?	CAPITALISMO
¿QUIÉN ES EL ACTUAL PRESIDENTE DE URUGUAY?	TABARÉ VÁZQUEZ
¿CON QUÉ CIUDAD SE LA EMPARENTABA A LA MADRE TERESA?	CALCUTA
¿DE QUÉ EXPRESIÓN ARTÍSTICA FUE UNO DE LOS MÁXIMOS EXPONENTES SALVADOR DALÍ?	SURREALISMO
¿A QUÉ LE TEME UNA PERSONA QUE SUFRE DE AGORAFOBIA?	A LOS ESPACIOS ABIERTOS (CORRECTOS)
¿DE QUÉ GRUPO MUSICAL ES VOCALISTA ADRIÁN DÁRGELOS?	BABASÓNICOS
SI ESTOY EN BRASIL Y PIDO FRANGO PARA COMER ¿QUÉ ME SIRVEN?	POLLO
¿CON QUÉ MATERIAL SE TRABAJA PRINCIPALMENTE EN ALFARERÍA?	ARCILLA
¿CÓMO SE LLAMA LA PALMERA QUE DA COMO FRUTO EL COCO?	COCOTERO
¿CON QUÉ BEBIDA ALCOHÓLICA SE PREPARA EL POPULAR CÓCTEL LLAMADO CUBA LIBRE?	RON
¿DE QUÉ MATERIAL SON LAS MEDALLAS DEL TERCER PUESTO EN LOS JUEGOS OLIMPICOS?	BRONCE
SEGÚN EL DICHO POPULAR ¿QUÉ NO SE LE MIRA A CABALLO REGALADO?	LOS DIENTES
¿QUÉ n&amp;#xFA;mero TELEFÓNICO SE debe marcar para comunicarse con los bomberos?	100
¿EN QUÉ PROVINCIA ARGENTINA SE ENCUENTRA EL CERRO DE LOS 7 COLORES?	JUJUY
¿CON QUÉ NOMBRE SE CONOCE A LA ESPADA LEGENDARIA QUE EL REY ARTURO LOGRÓ SACAR DE UNA ROCA?	EXCÁLIBUR
¿EN QUÉ LUGAR SE ENCUENTRA LA ESTACIÓN CIENTÍFICA Y MILITAR ARGENTINA BASE MARAMBIO?	LA ANTÁRTIDA
¿CÓMO SE LE LLAMA AL MÉDICO QUE TRATA LA PIEL?	DERMATÓLOGO
¿QUÉ CUERPO MILITAR ESTÁ ENCARGADO DE LA SEGURIDAD DEL PAPA Y LA SANTA SEDE?	LA GUARDIA SUIZA
¿QUÉ ANIMALES AGRUPADOS FORMAN UN CARDÚMEN?	PECES
SEGÚN EL TÍTULO DE LA NOVELA DE GARCÍA MÁRQUEZ, ¿CUÁNTOS SON LOS AÑOS DE SOLEDAD?	100
¿QUÉ ES EL CROCHET?	UNA TÉCNICA PARA TEJER
¿QUÉ SOSTIENE EN SU MANO DERECHA LA ESTATUA DE LA LIBERTAD?	UNA ANTORCHA
¿A QUÉ FRUTA SE LA LLAMA PIÑA?	ANANÁ
¿CUÁL ES LA CAPITAL DE BRASIL?	BRASILIA
¿QUÉ IMPORTANTE INVENTO SE LE ATRIBUYE A GUTEMBERG?	LA IMPRENTA
¿QUÉ PIGMENTO HACE QUE LA ZANAHORIA SEA COLOR NARANJA?	CAROTENO
¿CON QUÉ MODELO ARGENTINA TIENE UN HIJO CON RENÉ PÉREZ, EL CANTANTE DE CALLE 13?	SOLEDAD FANDIÑO
¿DE QUÉ ANIMAL SE OBTIENE LA BONDIOLA?	DEL CERDO
¿QUÉ ES EL AIKIDO?	UN ARTE MARCIAL JAPONÉS
¿CON QUÉ GÉNERO MUSICAL ESTÁ ASOCIADO BOB MARLEY?	REGGAE
¿DE QUÉ SABOR ES LA TORTA SELVA NEGRA?	CHOCOLATE
¿QUÉ LETRA REPRESENTA AL 10 EN NÚMEROS ROMANOS?	X
EN EL DIBUJITO TOM Y JERRY, ¿CUÁL ES EL GATO?	TOM
SI EN UN BAR PIDO UNA LÁGRIMA, ¿QUE ME DAN?	LECHE CON UNA GOTA DE CAFÉ
¿CUÁL ERA EL APELLIDO DE SOLTERA DE LA PRINCESA LADY DI?	SPENCER
¿QUÉ CIUDAD ESTADOUNIDENSE ES CONOCIDA COMO LA GRAN MANZANA?	NUEVA YORK
¿QUÉ ANIMAL SE ENCUENTRA EN EL NUEVO BILLETE DE 200 PESOS?	UNA BALLENA
¿CUÁL ES LA RAÍZ CÚBICA DE 1.000?	DIEZ
¿QUÉ FILÓSOFO ES EL AUTOR DE LA FRASE PIENSO, LUEGO EXISTO?	DESCARTES
¿EN QUÉ PAÍS SE DISPUTÓ LA COPA DEL MUNDO DE FÚTBOL 2010?	SUDÁFRICA
¿DE QUÉ BANDA DE ROCK NACIONAL FORMA PARTE RICARDO MOLLO, MARIDO DE NATALIA OREIRO?	DIVIDIDOS
¿QUIÉN ESTÁ EN EL BILLETE DE CIEN DÓLARES ESTADOUNIDENSES?	BENJAMIN FRANKLIN
¿QUÉ ACTOR INTERPRETABA A HÉCTOR PANIGASSI EN LA RECORDADA SERIE GASOLEROS?	JUAN LEYRADO
¿EN QUÉ PARTE DEL CUERPO TENEMOS CUTÍCULAS?	EN LAS UÑAS
¿QUÉ CIENCIA ESTUDIA LA COMPOSICIÓN Y ESTRUCTURA DE LA TIERRA?	GEOLOGÍA
¿CON QUÉ LETRA TERMINAN LOS VERBOS EN INFITIVO?	CON R
¿DE QUÉ SE ALIMENTAN LAS TERMITAS?	MADERA
¿A CUÁNTOS LITROS EQUIVALE UN HECTOLITRO?	CIEN LITROS
¿A QUÉ PRENDA DE VESTIR LLAMAN BRAGAS EN ESPAÑA?	ROPA INTERIOR FEMENINA
¿A PARTIR DE QUÉ RECURSO SE OBTIENE LA ENERGÍA EÓLICA?	DEL VIENTO
¿CUÁNTOS SON LOS ANILLOS DE LA BANDERA DE LOS JUEGOS OLÍMPICOS?	5
¿con qu&amp;#xE9; sobrenombre se conoce a la hermana gemela de mirthalegrand?	GOLDIE
¿A QUÉ ESPECIALISTA DEBO ACUDIR SI TENGO PROBLEMAS EN LOS RIÑONES?	NEFRÓLOGO
¿QUÉ SE GUARDA EN UNA CAVA?	VINOS
EN EL DICHO POPULAR, SI A ALGUIEN LE PICA EL BAGRE, ¿QUÉ SIGNIFICA?	QUE TIENE HAMBRE
¿A CUÁNTOS GRADOS SE RECOMIENDA UTILIZAR EL AIRE ACONDICIONADO PARA AHORRAR ENERGÍA?	24 GRADOS
¿CUÁL ES EL NOMBRE DE PILA DE LA ESPOSA DE LIONEL MESSI?	ANTONELLA
¿CUÁL ES LA FAMOSA FRUTA PROHIBIDA QUE COMIERON ADÁN Y EVA?	MANZANA
¿DE QUÉ PROVINCIA FUE CAUDILLO MARTÍN MIGUEL DE GÜEMES?	SALTA
¿QUÉ FENÓMENOS NATURALES ESTUDIA LA SISMOLOGÍA?	TERREMOTOS
EN TENIS ¿QUÉ TIPO DE SUPERFICIE DE JUEGO ES MÁS VELOZ?	EL CÉSPED
¿CON QUÉ NOMBRE SE CONOCE AL LLAMADO HOMBRE DE LAS NIEVES?	YETI
¿EN QUÉ GUERRA PARTICIPARON MÁS DE CINCUENTA PAÍSES?	SEGUNDA GUERRA MUNDIAL
EN EL KARATE ¿QUÉ CINTURÓN ES MÁS ALTO?	CINTURÓN NEGRO
¿QUÉ PROVINCIA ARGENTINA ES LA PRINCIPAL PRODUCTORA DE YERBA MATE?	MISIONES
¿CÚAL ES EL NOMBRE DE PILA DEL EX PRESIDENTE DE LA RÚA?	FERNANDO
¿QUÉ ES UN CLAVICORDIO?	UN INSTRUMENTO MUSICAL
¿CÓMO SE LLAMA LA MONEDA DE CURSO LEGAL DE BRASIL?	REAL
¿QUÉ ES EL PERSONAJE CASPER?	UN FANTASMA
¿QUÉ RECONOCIDO CANTANTE ESTADOUNIDENSE FUE APODADO LA VOZ?	FRANK SINATRA
EN FÚTBOL, ¿A QUÉ SE LLAMA GOL OLÍMPICO?	GOL DESDE EL CORNER
¿CUÁNTAS FLORES HAY EN TRES DOCENAS DE ROSAS?	36
SEGÚN SE DICE, ¿QUE TIENEN LOS TACAÑOS EN EL BOLSILLO?	UN COCODRILO
¿A QUÉ DISCIPLINA ARTÍSTICA HOMENAJEAN LOS PREMIOS GRAMMY?	MÚSICA
¿A BASE DE QUÉ HIERBA AROMÁTICA SE HACE EL PESTO?	ALBAHACA
¿QUIÉN ES EL ACTUAL PRESIDENTE DE BOLIVIA?	EVO MORALES
SEGÚN EL DICHO POPULAR, ¿QUÉ ANIMAL PIERDE EL PELO PERO NO LAS MAÑAS?	EL ZORRO
¿QUÉ ES UN ZORZAL?	UN AVE
¿EN QUÉ DEPORTE FUE UNO DE LOS MEJORES DEL MUNDO EL ARGENTINO HUGO PORTA?	RUGBY
¿EN QUÉ PAÍS SE ENCUENTRAN LAS RUINAS DE MACHU PICCHU?	PERÚ
¿QUÉ FAMOSA DEPORTISTA, YA RETIRADA, ES LA CUÑADA DE LA ACTRIZ CATHERINE FULOP?	GABRIELA SABATINI
¿QUÉ NÚMERO ERA EL APOLO QUE LLEVÓ LOS PRIMEROS HOMBRES A LA LUNA?	APOLO 11
TRADICIONALMENTE, ¿QUÉ DÍA DEL MES SE COMEN LOS ÑOQUIS?	29
¿QUÉ PROBLEMA TIENE UNA PERSONA QUE SUFRE BRUXISMO?	APRIETA Y RECHINA LOS DIENTES
¿EN QUÉ PROVINCIA SE ENCUENTRA LA QUEBARADA DE HUMAHUACA?	JUJUY
¿CUÁNTOS METROS SON 10 KM?	10
¿QUIÉN ES EL AUTOR DE LA FAMOSA NOVELA LA VUELTA AL MUNDO EN OCHENTA DÍAS?	JULIO VERNE
¿DE QUÉ LADO SE ENCUENTRA EL HÍGADO?	DERECHO
SEGÚN LA LEYENDA, ¿QUÉ CIUDAD FUNDARON RÓMULO Y REMO?	ROMA
¿DE QUÉ COLOR QUEDA EL ARROZ SI LE AGREGO AZAFRÁN?	AMARILLO
¿A QUÉ PRÓCER ARGENTINO SE RECUERDA EL 17 DE AGOSTO?	JOSÉ DE SAN MARTÍN
¿CUÁL ES EL NOMBRE DE PILA DEL ACTOR DE APELLIDO SBARAGLIA?	LEONARDO
¿EN QUÉ ESTADO NORTEAMERICANO SE ENCUENTRA HOLLYWOOD?	CALIFORNIA
¿EN QUÉ AÑO VOLVIÓ LA DEMOCRACIA A NUESTRO PAÍS?	1983
¿QUÉ POETA GRIEGO ESCRIBIÓ LA ILÍADA Y LA ODISEA?	HOMERO
¿EN DÓNDE SE INICIÓ LA CRISIS ECONÓMICA LLAMADA EFECTO TEQUILA?	MÉXICO
¿EN QUÉ PAÍS NACIÓ EL FAMOSO ARTISTA PLÁSTICO SALVADOR DALÍ?	ESPAÑA
¿A QUÉ CONFLICTO BÉLICO SE LO CONOCE COMO LA GRAN GUERRA?	PRIMERA GUERRA MUNDIAL
¿DE QUÉ CONTINENTE ES ORIGINARIO EL CANGURO?	OCEANÍA
EN LA NOVELA DE SHAKESPEARE, DE LOS DOS PROTAGONISTAS ¿QUIÉN MUERE PRIMERO?	ROMEO
¿EN QUÉ CIUDAD ARGENTINA SE ENCUENTRA EL MONUMENTO A LA BANDERA?	ROSARIO
¿QUÉ PALABRA ESTÁ ANTES EN EL DICCIONARIO?	ASTROLOGÍA
¿A QUÉ PAÍS LE ARROJÓ DOS BOMBAS ATÓMICAS ESTADOS UNIDOS EN 1945?	JAPÓN
¿COMÓ SE LLAMA EL ORIFICIO POR DONDE RESPIRAN LOS DELFINES?	ESPIRÁCULO
¿EN QUÉ MATERIAL ESTÁ ESCULPIDA LA VENUS DE MILO?	MÁRMOL
¿EN DÓNDE SE HIZO EL MUNDIAL EN EL QUE MARADONA DIO POSITIVO EN EL CONTROL ANTIDOPING?	ESTADOS UNIDOS
¿CUÁNTOS ERAN LOS INTEGRANTES DE LOS BEATLES?	4
EN GRAMÁTICA, ¿CUÁL ES LA PRIMERA PERSONA DEL SINGULAR?	YO
¿DE QUÉ CIUDAD SON ORIGINARIOS LOS ROLLING STONES?	LONDRES
¿DE QUÉ PAÍS AFRICANO FUE PRESIDENTE NELSON MANDELA?	SUDÁFRICA
¿POR QUÉ PUNTO CARDINAL SALE EL SOL?	ESTE
¿QUÉ GAS SE UTILIZA COMÚNMENTE PARA INFLAR LOS GLOBOS Y QUE ÉSTOS SE ELEVEN?	HELIO
¿CUÁL ES EL PRINCIPAL INGREDIENTE DEL GUACAMOLE?	PALTA
¿CUANTOS LADOS TIENE UN ROMBO?	CUATRO
¿QUÉ TIPO DE SER VIVO SON LAS ESTRELLAS DE MAR?	ANIMALES
¿A QUÉ PARTE DEL CUERPO AFECTAN LOS HONGOS QUE PRODUCEN LA ONICOMICOSIS?	UÑAS
¿QUÉ DOS PAÍSES SEPARA EL ESTRECHO DE GIBRALTAR?	ESPAÑA Y MARRUECOS
EN COCINA, ¿QUÉ SIGNIFICA CORTAR EN JULIANA?	CORTAR EN TIRAS FINITAS
¿QUÉ TIPO DE ANIMAL ES LA BALLENA?	MAMÍFERO
¿EN QUÉ PAÍS NACIÓ NATALIA OREIRO?	URUGUAY
¿QUÉ DEPORTE SE PRACTICA PROFESIONALMENTE EN UN VELÓDROMO?	CICLISMO
¿CON QUÉ NOMBRE SE CONOCE AL IDIOMA DE LOS INCAS?	QUECHUA
¿QUIÉN ES EL ACTUAL PRESIDENTE DE LA AFA?	CLAUDIO CHIQUI TAPIA
¿CUÁL ES EL PAÍS CON EL TERRITORIO MÁS GRANDE DEL MUNDO?	RUSIA
¿QUÉ CIVILIZACIÓN ANTIGUA ERA GOBERNADA POR FARAONES?	EGIPCIA
¿CON QUÉ MATERIAL TRABAJA PRINCIPALMENTE UN TALABARTERO?	CUERO
¿QUÉ DEPORTE ESTOY MIRANDO SI VEO UN PARTIDO DE LA NBA?	BASQUET
¿CÓMO SE LLAMA EL HIJO MÁS CHICO DE LIONEL MESSI Y ANTONELLAROCUZZO?	CIRO
¿QUÉ PALABRA ESTÁ ANTES EN EL DICCIONARIO?	ESPERANZA
¿DE QUÉ PROVINCIA ES EL TRÍO CÓMICO MIDACHI?	SANTA FE
¿QUÉ ESPECIE DE ÁRBOL ES TÍPICAMENTE EL ÁRBOL DE NAVIDAD?	PINO
¿EN QUÉ INSTRUMENTO SE DESTACABA EL MÚSICO DE TANGO OSVALDO PUGLIESE?	PIANO
¿QUE DOS INGREDIENTES LLEVA LA PROVENZAL?	AJO Y PEREJIL
¿QUÉ PRÓCER ARGENTINO ESTÁ EN EL BILLETE DE 10 PESOS?	MANUEL BELGRANO
¿DE QUÉ PAÍS PROVIENE LA HAMBURGUESA?	ALEMANIA
EN EL DIBUJO ANIMADO, ¿CÓMO SE LLAMA LA NOVIA DE POPEYE?	OLIVIA
¿CUÁL ES EL SIGNIFICADO DE LA FRASE EN LATÍN CARPE DIEM?	APROVECHA EL DÍA
¿CUÁL ERA LA ESPECIALIDAD MÉDICA DE RENÉ FAVALORO?	CARDIÓLOGO
¿CÓMO SE LLAMA LA PRIMERA DAMA DE LOS ESTADOS UNIDOS?	MELANIA TRUMP
EN UN JOYSTICK DE PLAY, ADEMÁS DEL CIRCULO, EL TRIANGULO Y EL CUADRADO, ¿QUÉ OTRO SÍMBOLO SE USA?	UNA X
¿QUÉ ÓRGANO DEL CUERPO HUMANO SE DIVIDE EN DUODENO, YEYUNO E ÍLEON?	INTESTINO DELGADO
¿A QUÉ PAÍS PERTENECE LA ISLA DE CRETA?	GRECIA
¿DE QUÉ PAÍS FUE PRESIDENTE ALBERTO FUJIMORI?	PERÚ
EN REPOSTERÍA, ¿CÓMO SE LLAMA EL PUNTO DE BATIDO EN EL CUAL LAS CLARAS DE HUEVO INCORPORAN AIRE Y QUEDAN MÁS FIRMES?	PUNTO NIEVE
¿CON QUÉ LETRA SE DENOMINA A LA GENERACIÓN MILLENNIAL?	Y
¿EN QUÉ CIUDAD DE ESPAÑA SE ENCUENTRA LA BASÍLICA LA SAGRADA FAMILIA?	BARCELONA
¿QUÉ ANIMAL ES LA HEMBRA DEL CARNERO?	OVEJA
¿CUÁL ES EL SEGUNDO NOMBRE DE LIONEL MESSI?	ANDRÉS
¿EN QUÉ LIBRO DE LA BIBLIA SE NARRA LA HISTORIA DEL DILUVIO UNIVERSAL?	GÉNESIS
EN NUESTRO PAÍS, ¿DE QUÉ PARTE DE LA VACA SE OBTIENE EL CORTE CONOCIDO COMO ENTRAÑA?	DIAFRAGMA
¿HASTA QUÉ EDAD ES OBLIGATORIO VOTAR EN LA REPÚBLICA ARGENTINA?	70 AÑOS
¿EN QUÉ ESTADO DE LOS ESTADOS UNIDOS SE ENCUENTRA LA CIUDAD DE LAS VEGAS?	NEVADA
EN LA MITOLOGÍA ROMANA, ¿QUIÉN FUE EL REY DE LOS MARES?	NEPTUNO
¿CUÁL FUE EL NOMBRE DE LA BANDA QUE FORMÓ ANDRÉS CALAMARO EN MADRID DURANTE LA DÉCADA DEL 90?	LOS RODRÍGUEZ
¿QUÉ CIUDAD PARAGUAYA COMPARTE CON PUERTO IGUAZÚ Y FOZ DE IGUAZÚ LA ZONA CONOCIDA COMO TRIPLE FRONTERA?	CIUDAD DEL ESTE
¿CÓMO SE LLAMA EL VAQUERO PROTAGONISTA DE LAS PELÍCULAS DE TOYSTORY?	WOODY
¿CUÁL ES LA OBRA MÁS FAMOSA DEL ESCRITOR Y AVIADOR FRANCÉS SAINT-EXUPERY?	EL PRINCIPITO
¿QUÉ IMPORTANTE PERSONALIDAD DEL MUNDO UTILIZA TRADICIONALMENTE EL LLAMADO ANILLO DEL PESCADOR?	EL PAPA
¿EN QUÉ ÓRGANO DEL CUERPO HUMANO SE FORMA LA ORINA?	RIÑÓN
¿QUÉ ESTILO ARQUITECTÓNICO TIENE LA FONTANA DI TREVI?	BARROCO
¿QUIÉN LLEVÓ A CABO LA SEGUNDA FUNDACIÓN DE BUENOS AIRES EN 1580?	JUAN DE GARAY
¿CON QUÉ APODO ES MÁS CONOCIDO EL CANTANTE SANTIAGO MORENO CHARPENTIER?	CHANO
¿QUÉ FAMOSO PERSONAJE DE TERROR CREÓ LA ESCRITORA MARY SHELLEY &amp;lt;MERISHELY&amp;gt;?	FRANKENSTEIN
¿CUÁNTOS JUGADORES POR EQUIPO COMIENZAN UN PARTIDO DE RUGBY EN SU VERSIÓN TRADICIONAL?	15
¿QUÉ FAMOSO ESCRITOR CREÓ EL PUEBLO FICTICIO LLAMADO MACONDO?	GABRIEL GARCÍA MÁRQUEZ
¿EN QUÉ FECHA PATRIA OCURRIÓ LA NEVADA DEL AÑO 2007 EN BUENOS AIRES?	9 DE JULIO
¿CUÁNTOS HIJOS TUVO MARCELO TINELLI CON LA BAILARINA PAULA ROBLES?	2 HIJOS
SEGÚN EL SIGNIFICADO DE LOS NÚMEROS EN LA QUINIELA, ¿QUÉ REPRESENTA EL 69?	LOS VICIOS
¿A QUÉ TUBÉRCULO SE LE DICE CAMOTE EN ALGUNOS PAÍSES DE AMÉRICA?	A LA BATATA
¿EN QUÉ DÉCADA SE FUNDÓ LA NASA?	DÉCADA DEL 50
¿QUIÉN ERA EL CONDUCTOR DEL RECORDADO PROGRAMA DE TV YO ME QUIERO CASAR, ¿Y USTED??	ROBERTO GALÁN
¿CUÁL FUE LA PRIMER CIUDAD DE LATINOAMÉRICA EN TENER UNA LÍNEA DE SUBTERRÁNEO?	BUENOS AIRES
¿CUÁL FUE EL PRIMER MUNDIAL QUE JUGÓ DIEGO MARADONA CON LA SELECCIÓN MAYOR?	ESPAÑA 82
¿CON CUÁNTAS PROVINCIAS LIMITA LA PROVINCIA DE BUENOS AIRES?	5
¿QUÉ PERSONAJE DE PELÍCULA DE TERROR MATABA A SUS VÍCTIMAS DURANTE LAS PESADILLAS?	FREDDY KRUEGER
EN EL JUEGO DE LA GENERALA, ¿CÓMO SE LLAMA EL RESULTADO FORMADO POR CUATRO DADOS IGUALES?	PÓKER
¿QUÉ SIGNIFICA LA LETRA S DE LA SIGLA USB, QUE DESIGNA AL DISPOSITIVO DE COMUNICACIÓN ENTRE COMPUTADORAS Y PERIFÉRICOS?	SERIAL &amp;lt;SÉRIAL&amp;gt;
LA HISTORIA CUENTA QUE BOCA JUNIORS TOMÓ SUS COLORES DE LA BANDERA DE UN BARCO QUE LLEGÓ A BUENOS AIRES. ¿DE QUÉ PAÍS ERA ESE BARCO?	SUECIA
¿QUÉ TRÓPICO ATRAVIESA NUESTRO PAÍS?	TRÓPICO DE CAPRICORNIO
¿QUIÉN ES LA TITULAR DE LA OFICINA ANTICORRUPCIÓN?	LAURA ALONSO
SEGÚN LA CREENCIA POPULAR, ¿QUÉ PASA SI TE PICA LA MANO DERECHA?	RECIBIRÁS DINERO
¿LA SEMILLA DE CUÁL DE ESTOS FRUTOS CONTIENE PEQUEÑAS CANTIDADES DE CIANURO?	MANZANA
¿QUÉ SIMBOLIZA EL PUENTE DE LA MUJER, UBICADO EN EL DIQUE 3 DE PUERTO MADERO?	UNA PAREJA BAILANDO TANGO
¿QUIÉN ASUMIÓ PRIMERO EL CARGO DE PRESIDENTE LUEGO DE LA RENUNCIA DE FERNANDO DE LA RÚA EN LA LLAMADA CRISIS DEL 2001?	RAMÓN PUERTA
¿EN QUÉ PARTIDO BONAERENSE FUE FUSILADO MANUEL DORREGO, POR ORDEN DE JUAN LAVALLE?	NAVARRO
¿EN LA CIMA DE QUÉ CERRO SE ENCUENTRA EL FAMOSO CRISTO REDENTOR DE RÍO DE JANEIRO?	CERRO CORCOVADO
¿EN QUÉ CARRERA UNIVERSITARIA SE GRADUÓ EL FAMOSO COREÓGRAFO ANÍBAL PACHANO?	ARQUITECTURA
¿DE QUÉ PAÍS SE INDEPENDIZÓ LA INDIA EN 1947?	REINO UNIDO
¿CÓMO SE LLAMABA EL REINO DEL LEGENDARIO REY ARTURO?	CAMELOT
EN SU VERSIÓN CLÁSICA, ¿CUÁL DE ESTOS ES UNO DE LOS INGREDIENTES CARACTERÍSTICOS DEL FERNET?	AZAFRÁN
EN UNA PANADERÍA, ¿CON QUÉ OTRO NOMBRE SE CONOCEN LAS FACTURAS BERLINESAS?	BOLAS DE FRAILE
¿EN QUÉ EQUIPO SE RETIRÓ DEL FÚTBOL JUAN ROMÁN RIQUELME?	ARGENTINOS JUNIORS
¿CÓMO SE LLAMA EL PERSONAJE QUE ATIENDE EL MINI SÚPER EN LOS SIMPSON?	APU
¿QUÉ PRODUCTO DE ORIGEN NATURAL SE UTILIZA HABITUALMENTE EN PELUQUERÍA PARA ACLARAR EL COLOR DEL CABELLO?	MANZANILLA
